,State FIPS Code,County FIPS Code,Year,Max_pm2.5
7219,35,25,2012,16.2
7220,35,25,2013,33.1
7221,35,25,2014,30.6
7222,35,25,2015,17.6
7223,35,25,2016,17.7
7224,35,25,2017,114.0
7225,35,25,2018,402.0
7226,35,25,2019,106.0
7317,35,45,2011,12.5
7318,35,45,2012,16.0
7319,35,45,2013,22.3
7320,35,45,2014,10.5
7321,35,45,2015,13.8
7335,35,49,2011,31.0
7336,35,49,2012,10.1
7337,35,49,2013,25.8
7338,35,49,2014,7.3
7341,35,49,2017,43.0
7342,35,49,2018,41.0
7343,35,49,2019,135.0
7368,35,55,2017,56.0
7369,35,55,2018,51.0
7370,35,55,2019,58.0
7398,36,1,2011,43.6
7399,36,1,2012,20.6
7400,36,1,2013,26.0
7401,36,1,2014,20.2
7402,36,1,2015,23.7
7403,36,1,2016,22.6
7404,36,1,2017,55.8
7405,36,1,2018,36.7
7406,36,1,2019,101.0
7416,36,5,2011,27.9
7417,36,5,2012,26.1
7418,36,5,2013,29.7
7419,36,5,2014,52.2
7420,36,5,2015,57.3
7421,36,5,2016,67.9
7422,36,5,2017,329.5
7423,36,5,2018,43.6
7424,36,5,2019,52.1
7452,36,13,2011,29.5
7453,36,13,2012,28.2
7454,36,13,2013,22.4
7455,36,13,2014,25.6
7456,36,13,2015,20.5
7457,36,13,2016,24.5
7458,36,13,2017,21.7
7459,36,13,2018,32.0
7460,36,13,2019,15.0
7524,36,29,2011,29.3
7525,36,29,2012,26.7
7526,36,29,2013,27.9
7527,36,29,2014,20.1
7528,36,29,2015,21.6
7529,36,29,2016,13.6
7530,36,29,2017,23.7
7531,36,29,2018,20.6
7532,36,29,2019,18.6
7533,36,31,2011,14.8
7534,36,31,2012,16.5
7535,36,31,2013,13.6
7536,36,31,2014,10.8
7537,36,31,2015,15.0
7538,36,31,2016,10.8
7539,36,31,2017,12.2
7540,36,31,2018,12.6
7541,36,31,2019,8.7
7605,36,47,2011,25.7
7606,36,47,2012,27.5
7607,36,47,2013,32.1
7608,36,47,2014,26.0
7609,36,47,2015,27.2
7610,36,47,2016,26.1
7611,36,47,2017,21.9
7612,36,47,2018,21.5
7613,36,47,2019,23.4
7641,36,55,2011,29.8
7642,36,55,2012,28.6
7643,36,55,2013,20.4
7644,36,55,2014,37.8
7645,36,55,2015,41.4
7646,36,55,2016,88.1
7647,36,55,2017,55.2
7648,36,55,2018,37.5
7649,36,55,2019,28.9
7659,36,59,2011,28.7
7668,36,61,2011,32.6
7669,36,61,2012,23.7
7670,36,61,2013,30.4
7671,36,61,2014,28.0
7672,36,61,2015,26.7
7673,36,61,2016,23.2
7674,36,61,2017,19.4
7675,36,61,2018,25.0
7676,36,61,2019,18.9
7677,36,63,2011,23.0
7678,36,63,2012,26.8
7679,36,63,2013,19.1
7695,36,67,2011,30.0
7696,36,67,2012,19.5
7697,36,67,2013,19.5
7698,36,67,2014,25.8
7699,36,67,2015,85.7
7700,36,67,2016,38.9
7701,36,67,2017,35.7
7702,36,67,2018,32.4
7703,36,67,2019,30.0
7713,36,71,2011,28.7
7714,36,71,2012,23.2
7715,36,71,2013,28.7
7716,36,71,2014,22.9
7717,36,71,2015,22.0
7718,36,71,2016,18.9
7719,36,71,2017,15.6
7720,36,71,2018,17.0
7721,36,71,2019,18.8
7758,36,81,2011,34.9
7759,36,81,2012,29.8
7760,36,81,2013,30.0
7761,36,81,2014,60.1
7762,36,81,2015,44.7
7763,36,81,2016,40.5
7764,36,81,2017,110.4
7765,36,81,2018,43.2
7766,36,81,2019,43.6
7776,36,85,2011,26.0
7777,36,85,2012,23.6
7778,36,85,2013,27.1
7779,36,85,2014,26.9
7780,36,85,2015,27.4
7781,36,85,2016,22.4
7782,36,85,2017,20.8
7783,36,85,2018,22.4
7784,36,85,2019,24.2
7848,36,101,2011,23.8
7849,36,101,2012,20.5
7850,36,101,2013,21.0
7851,36,101,2014,35.2
7852,36,101,2015,100.7
7853,36,101,2016,37.0
7854,36,101,2017,104.0
7855,36,101,2018,85.0
7856,36,101,2019,30.8
7857,36,103,2011,25.7
7858,36,103,2012,21.5
7859,36,103,2013,24.1
7860,36,103,2014,24.0
7861,36,103,2015,23.3
7862,36,103,2016,19.0
7863,36,103,2017,17.9
7864,36,103,2018,20.5
7865,36,103,2019,23.5
7929,36,119,2011,26.8
7956,37,1,2011,35.5
7957,37,1,2012,19.5
7958,37,1,2013,21.8
7959,37,1,2014,16.0
7960,37,1,2015,12.3
8046,37,21,2011,20.0
8047,37,21,2012,18.1
8048,37,21,2013,18.8
8049,37,21,2014,22.5
8050,37,21,2015,14.9
8051,37,21,2016,330.1
8052,37,21,2017,40.2
8053,37,21,2018,126.4
8054,37,21,2019,45.9
8100,37,33,2011,18.6
8101,37,33,2012,222.2
8102,37,33,2013,79.9
8103,37,33,2014,114.4
8104,37,33,2015,91.0
8105,37,33,2016,25.5
8109,37,35,2011,32.2
8110,37,35,2012,22.8
8111,37,35,2013,21.6
8112,37,35,2014,39.9
8113,37,35,2015,57.9
8114,37,35,2016,44.1
8115,37,35,2017,67.0
8116,37,35,2018,163.0
8117,37,35,2019,70.0
8118,37,37,2011,25.4
8119,37,37,2012,17.5
8120,37,37,2013,18.6
8121,37,37,2014,15.5
8181,37,51,2011,24.0
8182,37,51,2012,17.8
8183,37,51,2013,19.5
8184,37,51,2014,18.1
8185,37,51,2015,15.0
8186,37,51,2016,85.0
8187,37,51,2017,124.0
8188,37,51,2018,116.0
8189,37,51,2019,97.0
8208,37,57,2011,21.5
8209,37,57,2012,24.0
8210,37,57,2013,23.2
8211,37,57,2014,54.6
8212,37,57,2015,97.5
8213,37,57,2016,64.8
8214,37,57,2017,58.5
8215,37,57,2018,57.0
8216,37,57,2019,128.0
8226,37,61,2011,40.0
8227,37,61,2012,86.1
8228,37,61,2013,57.6
8229,37,61,2014,142.6
8230,37,61,2015,16.5
8235,37,63,2011,21.3
8236,37,63,2012,19.9
8237,37,63,2013,26.1
8238,37,63,2014,17.8
8239,37,63,2015,52.9
8240,37,63,2016,140.9
8241,37,63,2017,57.0
8242,37,63,2018,42.0
8243,37,63,2019,42.0
8244,37,65,2011,29.0
8245,37,65,2012,22.0
8246,37,65,2013,20.6
8253,37,67,2011,26.5
8254,37,67,2012,22.5
8255,37,67,2013,24.9
8256,37,67,2014,24.7
8257,37,67,2015,26.1
8258,37,67,2016,15.3
8259,37,67,2017,17.9
8260,37,67,2018,65.5
8261,37,67,2019,93.4
8271,37,71,2011,28.7
8272,37,71,2012,17.7
8273,37,71,2013,19.3
8274,37,71,2014,20.3
8275,37,71,2015,15.1
8316,37,81,2011,26.0
8317,37,81,2012,20.7
8318,37,81,2013,22.9
8319,37,81,2014,14.9
8320,37,81,2015,34.0
8321,37,81,2016,67.0
8322,37,81,2017,52.0
8323,37,81,2018,45.0
8324,37,81,2019,66.0
8343,37,87,2011,27.3
8344,37,87,2012,23.0
8345,37,87,2013,25.8
8346,37,87,2014,25.0
8347,37,87,2015,19.6
8397,37,99,2011,22.1
8398,37,99,2012,25.4
8399,37,99,2013,26.3
8400,37,99,2014,16.4
8401,37,99,2015,17.0
8402,37,99,2016,60.2
8403,37,99,2017,12.7
8404,37,99,2018,19.3
8405,37,99,2019,17.2
8406,37,101,2011,35.8
8407,37,101,2012,20.6
8408,37,101,2013,18.4
8409,37,101,2014,16.6
8410,37,101,2015,19.5
8411,37,101,2016,73.0
8412,37,101,2017,156.0
8413,37,101,2018,100.0
8414,37,101,2019,125.0
8427,37,105,2014,180.2
8428,37,105,2015,168.8
8433,37,107,2011,71.7
8434,37,107,2012,20.4
8435,37,107,2013,18.1
8469,37,117,2011,31.3
8470,37,117,2012,31.2
8471,37,117,2013,138.2
8472,37,117,2014,71.7
8473,37,117,2015,16.6
8478,37,111,2011,24.1
8479,37,111,2012,18.6
8480,37,111,2013,19.9
8481,37,111,2014,37.6
8482,37,111,2015,20.0
8487,37,119,2011,28.7
8488,37,119,2012,20.6
8489,37,119,2013,23.7
8490,37,119,2014,23.6
8491,37,119,2015,17.9
8492,37,119,2016,32.4
8493,37,119,2017,76.0
8494,37,119,2018,60.0
8495,37,119,2019,98.0
8496,37,121,2011,23.5
8497,37,121,2012,19.7
8498,37,121,2013,20.1
8499,37,121,2014,18.8
8500,37,121,2015,15.7
8501,37,121,2016,221.0
8502,37,121,2017,85.2
8503,37,121,2018,143.0
8504,37,121,2019,33.0
8505,37,123,2011,30.3
8506,37,123,2012,18.1
8507,37,123,2013,132.7
8508,37,123,2014,64.5
8509,37,123,2015,88.8
8510,37,123,2016,71.3
8511,37,123,2017,45.7
8512,37,123,2018,118.0
8513,37,123,2019,119.0
8532,37,129,2011,35.9
8533,37,129,2012,30.2
8534,37,129,2013,50.4
8535,37,129,2014,36.0
8536,37,129,2015,15.9
8537,37,129,2016,60.9
8538,37,129,2017,37.3
8539,37,129,2018,44.0
8540,37,129,2019,50.0
8549,37,131,2019,70.0
8613,37,147,2011,28.7
8614,37,147,2012,21.0
8615,37,147,2013,18.3
8616,37,147,2014,16.6
8617,37,147,2015,16.0
8618,37,147,2016,15.8
8619,37,147,2017,13.6
8620,37,147,2018,13.4
8621,37,147,2019,25.0
8649,37,155,2011,35.2
8650,37,155,2012,24.7
8651,37,155,2013,18.4
8652,37,155,2014,16.8
8667,37,159,2011,22.4
8668,37,159,2012,18.9
8669,37,159,2013,22.2
8670,37,159,2014,19.8
8671,37,159,2015,88.6
8675,37,159,2019,81.0
8730,37,173,2011,55.2
8731,37,173,2012,98.5
8732,37,173,2013,176.3
8733,37,173,2014,131.5
8734,37,173,2015,192.0
8735,37,173,2016,356.5
8736,37,173,2017,58.9
8737,37,173,2018,102.0
8738,37,173,2019,79.0
8775,37,183,2011,60.6
8776,37,183,2012,54.2
8777,37,183,2013,40.8
8778,37,183,2014,195.3
8779,37,183,2015,72.7
8780,37,183,2016,95.9
8781,37,183,2017,58.0
8782,37,183,2018,41.8
8783,37,183,2019,38.9
8802,37,189,2011,21.6
8803,37,189,2012,19.1
8804,37,189,2013,14.3
8805,37,189,2014,15.6
8806,37,189,2015,52.5
8811,37,191,2011,28.6
8812,37,191,2012,43.5
8813,37,191,2013,203.9
8814,37,191,2014,62.5
8815,37,191,2015,16.4
8865,44,3,2011,72.0
8866,44,3,2012,65.0
8867,44,3,2013,46.0
8868,44,3,2014,41.0
8869,44,3,2015,33.0
8870,44,3,2016,193.0
8871,44,3,2017,28.0
8872,44,3,2018,32.0
8873,44,3,2019,27.0
8883,44,7,2011,86.0
8884,44,7,2012,46.0
8885,44,7,2013,132.0
8886,44,7,2014,69.0
8887,44,7,2015,287.0
8888,44,7,2016,43.0
8889,44,7,2017,74.0
8890,44,7,2018,119.0
8891,44,7,2019,30.0
8893,44,9,2012,31.0
8894,44,9,2013,48.0
8895,44,9,2014,36.0
8896,44,9,2015,53.0
8897,44,9,2016,24.0
8898,44,9,2017,28.0
8899,44,9,2018,28.0
8900,44,9,2019,44.0
8939,47,9,2013,19.7
8940,47,9,2014,22.0
8941,47,9,2015,18.3
8942,47,9,2016,70.2
8943,47,9,2017,34.0
8944,47,9,2018,69.0
8945,47,9,2019,60.0
9065,47,37,2013,27.0
9066,47,37,2014,24.8
9067,47,37,2015,24.4
9068,47,37,2016,98.0
9069,47,37,2017,143.0
9070,47,37,2018,31.0
9071,47,37,2019,48.0
9101,47,45,2013,19.3
9102,47,45,2014,26.0
9103,47,45,2015,19.1
9104,47,45,2016,14.3
9105,47,45,2017,31.0
9106,47,45,2018,36.0
9107,47,45,2019,31.0
9189,47,65,2011,26.6
9190,47,65,2012,23.0
9191,47,65,2013,24.1
9192,47,65,2014,21.7
9193,47,65,2015,18.7
9194,47,65,2016,17.0
9195,47,65,2017,27.0
9196,47,65,2018,20.6
9197,47,65,2019,21.0
9317,47,93,2013,25.5
9318,47,93,2014,24.6
9319,47,93,2015,25.7
9320,47,93,2016,83.5
9321,47,93,2017,23.3
9322,47,93,2018,61.1
9323,47,93,2019,37.5
9344,47,99,2013,18.0
9345,47,99,2014,22.8
9346,47,99,2015,20.9
9347,47,99,2016,26.8
9348,47,99,2017,43.0
9349,47,99,2018,64.0
9350,47,99,2019,25.0
9371,47,105,2013,18.2
9372,47,105,2014,20.9
9373,47,105,2015,28.5
9374,47,105,2016,80.5
9375,47,105,2017,34.0
9376,47,105,2018,110.0
9377,47,105,2019,79.0
9389,47,113,2013,20.1
9390,47,113,2014,25.2
9391,47,113,2015,17.2
9392,47,113,2016,15.8
9393,47,113,2017,33.0
9394,47,113,2018,51.0
9395,47,113,2019,32.0
9416,47,119,2013,15.8
9417,47,119,2014,21.2
9418,47,119,2015,17.4
9419,47,119,2016,25.1
9420,47,119,2017,267.0
9421,47,119,2018,50.0
9422,47,119,2019,34.0
9425,47,107,2013,18.6
9426,47,107,2014,21.4
9427,47,107,2015,17.9
9428,47,107,2016,85.6
9429,47,107,2017,47.0
9430,47,107,2018,134.0
9431,47,107,2019,47.0
9461,47,125,2013,24.5
9462,47,125,2014,27.5
9463,47,125,2015,21.7
9464,47,125,2016,18.2
9465,47,125,2017,112.0
9466,47,125,2018,36.0
9467,47,125,2019,35.0
9533,47,141,2013,19.1
9534,47,141,2014,27.2
9535,47,141,2015,16.5
9536,47,141,2016,29.7
9537,47,141,2017,89.0
9538,47,141,2018,278.0
9539,47,141,2019,66.0
9549,47,145,2011,49.0
9550,47,145,2012,43.0
9551,47,145,2013,43.0
9552,47,145,2014,297.0
9553,47,145,2015,21.0
9554,47,145,2016,77.0
9555,47,145,2017,53.0
9556,47,145,2018,79.0
9557,47,145,2019,73.0
9605,47,157,2013,24.4
9606,47,157,2014,39.7
9607,47,157,2015,20.3
9608,47,157,2016,18.3
9609,47,157,2017,17.7
9610,47,157,2018,26.9
9611,47,157,2019,37.2
9632,47,163,2013,18.6
9633,47,163,2014,17.0
9634,47,163,2015,21.1
9635,47,163,2016,46.1
9636,47,163,2017,31.0
9637,47,163,2018,78.0
9638,47,163,2019,37.0
9641,47,165,2013,23.6
9642,47,165,2014,20.5
9643,47,165,2015,17.9
9644,47,165,2016,28.4
9645,47,165,2017,129.0
9646,47,165,2018,106.0
9647,47,165,2019,76.0
9765,49,3,2011,57.5
9766,49,3,2012,33.4
9767,49,3,2013,72.6
9768,49,3,2014,81.4
9769,49,3,2015,63.1
9770,49,3,2016,62.5
9771,49,3,2017,51.9
9772,49,3,2018,76.3
9773,49,3,2019,53.2
9774,49,5,2011,85.6
9775,49,5,2012,31.6
9776,49,5,2013,120.5
9777,49,5,2014,117.2
9778,49,5,2015,57.1
9779,49,5,2016,140.9
9780,49,5,2017,188.7
9781,49,5,2018,66.2
9782,49,5,2019,81.6
9801,49,11,2011,56.4
9802,49,11,2012,34.7
9803,49,11,2013,51.2
9804,49,11,2014,47.1
9805,49,11,2015,70.2
9806,49,11,2016,79.8
9807,49,11,2017,77.3
9808,49,11,2018,176.8
9809,49,11,2019,75.0
9810,49,13,2011,36.6
9811,49,13,2012,36.6
9814,49,13,2015,97.7
9815,49,13,2016,38.0
9816,49,13,2017,95.8
9817,49,13,2018,96.1
9818,49,13,2019,54.0
9853,49,21,2018,46.8
9854,49,21,2019,50.5
9909,49,35,2011,38.9
9910,49,35,2012,23.5
9911,49,35,2013,112.5
9912,49,35,2014,149.3
9913,49,35,2015,279.8
9914,49,35,2016,198.5
9915,49,35,2017,69.1
9916,49,35,2018,201.6
9917,49,35,2019,44.9
9954,49,45,2011,29.6
9955,49,45,2012,29.0
9956,49,45,2013,80.5
9957,49,45,2014,97.5
9959,49,45,2016,62.5
9960,49,45,2017,102.0
9961,49,45,2018,65.3
9962,49,45,2019,57.7
9964,49,47,2012,340.0
9965,49,47,2013,218.0
9967,49,47,2015,31.7
9968,49,47,2016,50.4
9969,49,47,2017,146.9
9970,49,47,2018,69.9
9971,49,47,2019,56.5
9972,49,49,2011,50.2
9973,49,49,2012,34.5
9974,49,49,2013,222.0
9975,49,49,2014,139.6
9976,49,49,2015,185.6
9977,49,49,2016,70.5
9978,49,49,2017,128.1
9979,49,49,2018,204.0
9980,49,49,2019,59.2
9990,49,53,2011,38.4
9991,49,53,2012,82.7
9992,49,53,2013,53.5
9993,49,53,2014,9.8
9994,49,53,2015,53.3
9995,49,53,2016,64.9
9996,49,53,2017,92.8
9997,49,53,2018,78.5
9998,49,53,2019,52.5
10008,49,57,2011,64.6
10009,49,57,2012,34.8
10010,49,57,2013,725.6
10011,49,57,2014,900.5
10012,49,57,2015,297.8
10013,49,57,2016,95.9
10014,49,57,2017,84.8
10015,49,57,2018,120.7
10016,49,57,2019,48.0
10026,50,3,2011,20.4
10027,50,3,2012,16.7
10028,50,3,2013,18.2
10029,50,3,2014,14.3
10030,50,3,2015,36.6
10031,50,3,2016,28.0
10032,50,3,2017,41.7
10033,50,3,2018,32.6
10034,50,3,2019,92.9
10044,50,7,2011,26.5
10045,50,7,2012,18.1
10046,50,7,2013,14.1
10047,50,7,2014,32.3
10048,50,7,2015,25.4
10049,50,7,2016,29.2
10050,50,7,2017,22.8
10051,50,7,2018,34.5
10052,50,7,2019,24.8
10107,50,21,2011,38.1
10108,50,21,2012,33.0
10109,50,21,2013,25.1
10110,50,21,2014,90.9
10111,50,21,2015,88.0
10112,50,21,2016,52.0
10113,50,21,2017,50.2
10114,50,21,2018,56.7
10115,50,21,2019,55.5
10152,55,3,2011,19.5
10153,55,3,2012,18.3
10154,55,3,2013,16.2
10155,55,3,2014,21.2
10156,55,3,2015,19.1
10157,55,3,2016,14.0
10158,55,3,2017,8.9
10159,55,3,2018,33.0
10160,55,3,2019,55.5
10179,55,9,2011,84.4
10180,55,9,2012,41.0
10181,55,9,2013,29.6
10182,55,9,2014,38.1
10183,55,9,2015,27.2
10184,55,9,2016,23.5
10185,55,9,2017,198.0
10186,55,9,2018,90.0
10187,55,9,2019,124.0
10251,55,25,2011,57.3
10252,55,25,2012,25.6
10253,55,25,2013,19.1
10254,55,25,2014,23.4
10255,55,25,2015,20.4
10256,55,25,2016,24.6
10257,55,25,2017,79.0
10258,55,25,2018,41.3
10259,55,25,2019,54.4
10260,55,27,2011,61.0
10261,55,27,2012,29.0
10262,55,27,2013,21.4
10263,55,27,2014,31.9
10264,55,27,2015,21.9
10265,55,27,2016,54.6
10266,55,27,2017,901.0
10267,55,27,2018,43.3
10268,55,27,2019,58.8
10296,55,35,2011,21.9
10297,55,35,2012,25.7
10298,55,35,2013,22.0
10299,55,35,2014,24.2
10300,55,35,2015,19.0
10301,55,35,2016,16.9
10302,55,35,2017,157.0
10303,55,35,2018,45.7
10304,55,35,2019,55.4
10323,55,41,2011,115.0
10324,55,41,2012,31.0
10325,55,41,2013,16.6
10326,55,41,2014,14.6
10327,55,41,2015,19.7
10328,55,41,2016,10.2
10329,55,41,2017,28.0
10330,55,41,2018,63.0
10331,55,41,2019,57.8
10332,55,43,2011,27.7
10333,55,43,2012,29.1
10334,55,43,2013,21.2
10335,55,43,2014,29.0
10336,55,43,2015,27.0
10337,55,43,2016,25.1
10338,55,43,2017,85.0
10339,55,43,2018,57.0
10340,55,43,2019,77.5
10404,55,59,2011,73.8
10405,55,59,2012,32.7
10406,55,59,2013,26.3
10407,55,59,2014,25.1
10408,55,59,2015,60.4
10409,55,59,2016,19.6
10410,55,59,2017,54.0
10411,55,59,2018,169.0
10412,55,59,2019,241.6
10422,55,63,2011,74.5
10423,55,63,2012,27.7
10424,55,63,2013,21.3
10425,55,63,2014,23.9
10426,55,63,2015,28.9
10427,55,63,2016,25.4
10428,55,63,2017,53.0
10429,55,63,2018,41.9
10430,55,63,2019,44.4
10503,55,79,2011,171.0
10504,55,79,2012,38.2
10505,55,79,2013,24.7
10506,55,79,2014,28.5
10507,55,79,2015,27.5
10508,55,79,2016,23.9
10509,55,79,2017,113.0
10510,55,79,2018,218.0
10511,55,79,2019,127.0
10539,55,87,2011,32.7
10540,55,87,2012,40.0
10541,55,87,2013,26.7
10542,55,87,2014,37.4
10543,55,87,2015,22.9
10544,55,87,2016,22.9
10545,55,87,2017,77.0
10546,55,87,2018,210.0
10547,55,87,2019,120.3
10548,55,89,2011,22.4
10549,55,89,2012,21.6
10550,55,89,2013,20.0
10551,55,89,2014,23.9
10552,55,89,2015,29.7
10553,55,89,2016,19.7
10554,55,89,2017,35.0
10555,55,89,2018,50.0
10556,55,89,2019,38.5
10638,55,111,2011,29.0
10639,55,111,2012,38.0
10640,55,111,2013,18.6
10641,55,111,2014,22.5
10642,55,111,2015,17.3
10643,55,111,2016,26.8
10644,55,111,2017,42.0
10645,55,111,2018,38.0
10646,55,111,2019,62.5
10683,55,119,2011,20.3
10684,55,119,2012,21.0
10685,55,119,2013,20.6
10686,55,119,2014,22.1
10687,55,119,2015,20.6
10688,55,119,2016,18.0
10689,55,119,2017,90.0
10690,55,119,2018,79.0
10691,55,119,2019,57.3
10710,55,125,2011,17.7
10711,55,125,2012,23.5
10712,55,125,2013,14.4
10713,55,125,2014,14.2
10714,55,125,2015,19.9
10715,55,125,2016,14.8
10716,55,125,2017,24.0
10717,55,125,2018,35.3
10718,55,125,2019,38.7
10746,55,133,2011,34.1
10747,55,133,2012,27.1
10748,55,133,2013,24.5
10749,55,133,2014,24.3
10750,55,133,2015,27.2
10751,55,133,2016,25.9
10752,55,133,2017,196.0
10753,55,133,2018,69.0
10754,55,133,2019,90.2
